Date,Open,High,Low,Close,Adj Close,Volume
2000-06-27,106.716064,107.851341,103.967499,104.923515,56.782124,6911863
2000-06-28,105.162521,110.121895,105.043022,108.777489,58.867790,6732684
2000-06-29,106.835564,109.345123,105.222275,108.986618,58.980976,8042171
2000-06-30,107.731834,108.209846,103.847992,104.744263,56.685108,9008780
2000-07-03,103.967499,105.043022,103.549232,104.684509,56.652782,2410402
2000-07-05,100.979927,100.979927,96.677818,100.382408,54.324581,14999222
2000-07-06,100.382408,100.501915,95.602295,96.797325,52.384403,13527604
2000-07-07,98.171608,100.442162,97.155830,100.442162,54.356911,9447158
2000-07-10,100.083649,100.322655,98.350861,98.769119,53.451504,4405961
2000-07-11,98.709366,99.426384,96.558319,97.514343,52.772465,5878311
2000-07-12,98.649620,101.218925,98.111855,100.023903,54.130577,5805823
2000-07-13,100.800667,101.278679,97.514343,99.426384,53.807217,5930506
2000-07-14,99.187378,100.262909,98.589867,99.366638,53.774883,4204920
2000-07-17,99.844643,103.130974,99.605644,100.860420,54.583263,6937804
2000-07-18,99.545891,100.203156,98.111855,98.769119,53.451504,6749524
2000-07-19,97.872849,104.684509,96.558319,103.967499,56.264767,8139344
2000-07-20,107.074570,112.631454,106.835564,112.093689,60.662445,24108626
2000-07-21,111.854683,111.854683,108.747612,109.703636,59.368996,9378854
2000-07-24,109.106117,110.540154,106.716064,107.552582,58.204903,7127862
2000-07-25,108.269600,108.389099,105.401527,107.074570,57.946251,5822977
2000-07-26,106.118546,107.433075,104.086998,105.043022,56.846828,6977238
2000-07-27,105.043022,106.596558,104.505257,105.461281,57.073158,4233580
2000-07-28,106.238052,107.552582,104.086998,106.895317,57.849236,5601958
2000-07-31,105.640533,108.687859,105.222275,107.313576,58.075577,5348721
2000-08-01,107.074570,107.492828,105.401527,105.640533,57.170170,3134339
2000-08-02,106.118546,109.823135,105.879539,109.225624,59.110363,6148283
2000-08-03,108.030594,111.376671,107.373329,110.898659,60.015720,5823500
2000-08-04,110.898659,111.376671,109.285370,110.779160,59.951050,4665683
2000-08-07,111.496178,113.766731,110.719406,111.197418,60.177414,6182592
2000-08-08,110.599907,114.364243,110.480400,113.647224,61.571999,6000588
2000-08-09,113.766731,115.499519,113.527725,113.527725,61.507275,6888328
2000-08-10,113.527725,114.961761,112.691208,114.483749,62.025192,5736369
2000-08-11,114.483749,116.455544,113.945984,115.320267,62.478443,6424950
2000-08-14,114.722755,118.248085,114.065491,117.829826,63.838093,5177072
2000-08-15,116.694550,117.232315,115.439774,116.634796,63.190624,4579493
2000-08-16,115.738525,117.531075,114.244743,116.993309,63.384903,6219516
2000-08-17,114.483749,117.411568,114.244743,117.112808,63.449593,4537966
2000-08-18,116.993309,117.949333,114.842255,115.141014,62.381329,4317365
2000-08-21,115.738525,116.814056,114.782501,116.097038,62.899296,3382973
2000-08-22,115.858032,116.814056,115.678780,116.037285,62.866917,2896792
2000-08-23,115.021507,118.307838,114.603249,117.829826,63.838093,4446755
2000-08-24,117.590820,119.921127,117.292068,119.323616,64.647400,6263762
2000-08-25,118.845604,124.163483,118.785851,123.326958,66.816307,8659834
2000-08-28,124.163483,127.330307,124.043976,125.717018,68.111214,8929284
2000-08-29,125.717018,128.346085,125.239006,127.031548,68.823395,6317840
2000-08-30,125.000000,125.717018,123.864723,124.581741,67.496140,5155525
2000-08-31,126.075523,128.286331,125.836517,126.209969,68.378304,5721097
2000-09-01,127.210800,129.003342,126.792542,127.748566,69.211876,6042010
2000-09-05,126.971794,127.449806,125.059753,125.418259,67.949333,4301257
2000-09-06,125.119499,128.943588,124.641495,125.657265,68.078850,6770758
2000-09-07,126.075523,128.585083,126.075523,127.509560,69.082390,4835449
2000-09-08,126.673042,127.091301,123.685471,123.804970,67.075302,5223410
2000-09-11,122.251434,122.609940,118.188339,119.024857,64.485504,7968114
2000-09-12,119.323616,121.295410,118.606598,119.502869,64.744507,5231778
2000-09-13,117.710327,123.147705,117.351814,122.072182,66.136490,5725386
2000-09-14,122.370934,123.506210,120.757645,121.295410,65.715645,4629073
2000-09-15,121.235657,121.653923,119.263863,119.502869,64.744507,5733858
2000-09-18,119.741875,120.458893,117.650574,117.829826,63.838093,4113709
2000-09-19,117.351814,120.697899,117.172562,119.443115,64.712112,3494686
2000-09-20,119.204109,120.996651,118.068832,119.263863,64.615021,4836076
2000-09-21,118.726097,121.116158,114.722755,116.156792,62.931660,4500101
2000-09-22,117.590820,118.845604,115.977531,118.427345,64.161797,6202885
2000-09-25,119.024857,121.056404,115.678780,117.590820,63.708584,4488386
2000-09-26,114.722755,116.515297,113.169212,113.886230,61.701504,6503191
2000-09-27,114.782501,115.021507,110.420647,112.810707,61.118809,6222549
2000-09-28,112.213196,113.647224,109.942642,110.181641,59.694450,5553319
2000-09-29,110.420647,111.794930,105.401527,107.672081,58.334778,10035952
2000-10-02,107.672081,114.364243,107.672081,112.631454,61.021698,9280321
2000-10-03,113.647224,114.125237,105.162521,105.700287,57.266533,12284433
2000-10-04,105.521034,109.823135,103.788239,109.345123,59.241230,12205669
2000-10-05,108.807358,109.524376,106.656311,108.209846,58.626163,5802162
2000-10-06,108.986618,111.018166,107.791588,110.898659,60.082878,6389386
2000-10-09,110.838913,114.125237,109.285370,112.750954,61.086464,5123308
2000-10-10,111.496178,111.974190,107.492828,109.823135,59.500179,5872453
2000-10-11,106.955070,107.970840,102.772469,107.074570,58.011074,9179487
2000-10-12,109.225624,109.345123,98.589867,98.589867,53.414211,10151325
2000-10-13,99.605644,105.580788,99.605644,104.266251,56.489578,9510860
2000-10-16,106.596558,108.150093,103.788239,106.238052,57.557865,8065078
2000-10-17,107.014816,108.867111,103.788239,108.030594,58.529037,9291095
2000-10-18,92.495216,94.765778,86.281075,91.240440,49.432423,31147579
2000-10-19,93.690247,94.168259,88.611374,92.196465,49.950397,18793377
2000-10-20,90.941681,92.017204,90.045410,90.583176,49.076332,9800183
2000-10-23,90.583176,90.822182,87.057838,88.790634,48.105164,9768176
2000-10-24,88.910133,90.224663,86.221321,87.416351,47.360611,9232205
2000-10-25,86.520073,86.938339,83.114243,83.711761,45.353535,14705191
2000-10-26,84.130020,88.790634,83.771507,88.671127,48.040409,10601942
2000-10-27,88.910133,89.567398,86.998085,89.567398,48.526005,6727244
2000-10-30,89.388145,89.627151,86.340820,89.208893,48.331757,8455864
2000-10-31,89.627151,94.765778,89.627151,94.168259,51.018654,11404120
2000-11-01,94.108505,95.482796,92.973228,94.228012,51.051037,7809645
2000-11-02,94.646271,97.813095,94.168259,97.454590,52.799141,7787575
2000-11-03,97.992355,98.111855,95.004784,95.721794,51.860352,6117531
2000-11-06,95.482796,97.872849,95.064529,95.901054,51.957436,4653131
2000-11-07,96.677818,98.948372,96.259560,97.813095,52.993362,5669948
2000-11-08,99.067879,99.187378,94.885277,95.602295,51.861519,7312377
2000-11-09,92.495216,95.602295,91.479446,95.064529,51.569786,9464103
2000-11-10,93.690247,94.048759,88.910133,88.910133,48.231190,7121063
2000-11-13,87.774857,95.064529,87.595604,93.152489,50.532532,9084405
2000-11-14,94.885277,95.482796,94.168259,95.124283,51.602192,5387841
2000-11-15,95.124283,95.662048,93.331741,95.004784,51.537380,4351674
2000-11-16,94.885277,95.303535,93.929253,93.929253,50.953911,3911726
2000-11-17,93.989006,97.992355,93.929253,97.454590,52.866306,8072400
2000-11-20,97.036331,98.709366,96.438812,98.709366,53.546993,7768224
2000-11-21,98.709366,99.784897,94.168259,94.168259,51.083561,7511012
2000-11-22,94.168259,96.379066,93.989006,94.168259,51.083561,5791807
2000-11-24,95.004784,97.275337,94.885277,95.542542,51.829079,2612385
2000-11-27,96.020554,97.514343,94.108505,94.108505,51.051163,4044045
2000-11-28,94.407265,96.319313,93.092735,93.570747,50.759457,5019859
2000-11-29,93.451241,95.542542,92.435471,95.423042,51.764271,5778732
2000-11-30,93.690247,93.690247,88.193115,89.388145,48.490463,11141364
2000-12-01,90.284416,94.945030,90.224663,91.419693,49.592537,7871255
2000-12-04,91.778206,94.825523,91.539200,94.048759,51.018742,5822873
2000-12-05,96.020554,100.143402,95.243790,98.828873,53.611816,8163193
2000-12-06,97.275337,97.335083,90.642921,92.495216,50.175983,10561357
2000-12-07,90.881927,91.718452,89.029640,89.029640,48.295990,8286412
2000-12-08,93.690247,94.646271,91.539200,92.734222,50.305634,6423068
2000-12-11,92.256210,93.929253,89.627151,90.822182,49.268417,6470138
2000-12-12,91.061188,91.897705,88.432121,89.746651,48.685005,8277312
2000-12-13,90.702675,92.375717,86.699333,87.237091,47.323597,7314260
2000-12-14,87.954109,89.567398,87.774857,88.372368,47.939449,6413444
2000-12-15,86.042068,86.699333,83.472755,83.950768,45.540871,14910207
2000-12-18,84.488525,86.520073,84.488525,86.520073,46.934650,8047715
2000-12-19,86.221321,90.284416,85.862808,86.161568,46.740150,8059744
2000-12-20,82.098473,84.130020,81.082695,82.217972,44.600864,13158052
2000-12-21,81.739960,84.070267,76.541588,77.975624,42.299534,13310873
2000-12-22,80.783936,85.444550,80.783936,85.086044,46.156731,9951644
2000-12-26,85.086044,85.623802,80.544930,81.082695,43.985050,6330706
2000-12-27,81.022942,84.249519,79.887665,80.963196,43.920204,8624375
2000-12-28,79.827919,84.309273,78.513382,81.500954,44.211910,10249336
2000-12-29,83.114243,83.114243,80.544930,81.261948,44.082245,7263110
2001-01-02,80.783936,83.652008,80.425430,81.082695,43.985050,8375531
2001-01-03,80.066925,90.822182,80.066925,90.463669,49.073921,13357315
2001-01-04,90.583176,95.363289,88.611374,89.089386,48.328434,16129843
2001-01-05,89.806404,90.523422,86.998085,89.866158,48.749802,8413187
2001-01-08,89.388145,89.806404,87.535851,89.447899,48.522900,6343781
2001-01-09,90.284416,91.539200,87.416351,88.491875,48.004314,7894267
2001-01-10,88.432121,90.762428,87.655357,89.328392,48.458080,8008281
2001-01-11,88.850380,90.105164,87.237091,89.567398,48.587723,10078210
2001-01-12,89.567398,92.196465,88.312622,89.686905,48.652569,6744608
2001-01-16,89.627151,89.866158,87.774857,88.671127,48.101528,5932807
2001-01-17,91.180687,93.451241,90.164917,92.435471,50.143600,10174442
2001-01-18,99.784897,105.162521,98.948372,103.549232,56.172470,26406165
2001-01-19,102.772469,108.926865,102.533463,106.357552,57.695908,15441261
2001-01-22,104.684509,105.102776,103.429733,103.788239,56.302135,10060951
2001-01-23,104.744263,105.102776,102.891968,104.266251,56.561436,10278937
2001-01-24,104.266251,106.536804,104.146751,105.580788,57.274532,7071901
2001-01-25,105.282028,106.238052,104.624763,105.879539,57.436600,5211277
2001-01-26,104.804016,110.181641,104.385757,109.165871,59.219341,9513579
2001-01-29,107.552582,110.420647,107.523903,109.923515,59.630348,5360750
2001-01-30,109.942642,111.615677,108.413002,111.481834,60.475681,8621132
2001-01-31,110.659653,111.615677,107.074570,107.074570,58.084873,8696653
2001-02-01,107.456978,109.311661,106.309753,109.034416,59.148052,5837517
2001-02-02,107.791588,108.977058,104.780113,105.420647,57.187668,5678106
2001-02-05,104.588913,107.648186,104.493309,107.284897,58.198948,5348930
2001-02-06,107.294456,110.602295,106.309753,109.168259,59.220623,7872614
2001-02-07,108.413002,112.428299,107.715103,111.768639,60.700375,9421217
2001-02-08,111.768639,113.001915,109.015297,109.082214,59.241409,8766317
2001-02-09,109.015297,109.933075,106.118546,107.074570,58.151077,6609465
2001-02-12,105.688339,110.630974,105.449333,109.847038,59.656765,7038848
2001-02-13,109.130020,112.217972,108.097511,108.747612,59.059692,7524087
2001-02-14,108.747612,111.061188,107.552582,110.038239,59.760616,7356413
2001-02-15,111.663483,113.422562,111.261948,111.644356,60.632881,8471240
2001-02-16,109.512428,110.659653,108.929253,109.942642,59.708698,7398358
2001-02-20,109.512428,110.516251,105.908218,106.596558,57.891476,7058722
2001-02-21,104.732315,106.596558,102.571701,102.782028,55.819862,9578117
2001-02-22,101.816444,106.022942,98.833649,104.110901,56.541553,12247614
2001-02-23,102.772469,102.772469,95.841301,99.426384,53.997414,15979324
2001-02-26,101.147224,101.147224,97.351814,100.669212,54.672401,8727929
2001-02-27,100.286804,102.170174,98.049713,98.078392,53.265350,10238143
2001-02-28,98.422562,98.986618,94.741875,95.506691,51.868664,12482127
2001-03-01,94.933075,101.720840,93.212234,101.386230,55.061817,15796692
2001-03-02,99.426384,102.915871,96.500954,97.801147,53.114777,15423793
2001-03-05,98.288719,100.956024,98.126198,100.296364,54.469891,7054119
2001-03-06,101.577438,103.632889,100.621414,101.338432,55.035851,8493520
2001-03-07,102.724663,103.489487,101.013382,102.820267,55.840603,8147189
2001-03-08,102.456978,102.619499,100.736137,101.787766,55.279858,7106106
2001-03-09,100.382408,100.391968,93.594643,94.923515,51.551994,17455753
2001-03-12,93.594643,94.072655,90.841301,91.290634,49.579002,15161561
2001-03-13,90.917786,94.110901,90.057358,94.063095,51.084702,12685783
2001-03-14,91.204590,94.550667,89.235184,90.783936,49.303799,14901944
2001-03-15,91.778206,93.565964,90.984703,91.357552,49.615356,8807320
2001-03-16,89.770554,89.770554,84.321220,86.137665,46.780468,20950752
2001-03-19,86.998085,88.718925,85.277245,88.527725,48.078476,10706333
2001-03-20,87.571701,87.982796,84.225624,84.416824,45.845898,10565751
2001-03-21,84.560226,87.571701,83.891014,85.162521,46.250881,11519598
2001-03-22,85.200768,86.998085,83.795410,85.181641,46.261250,13941297
2001-03-23,89.388145,90.812622,86.319313,89.397705,48.550957,12796346
2001-03-26,91.061188,91.453156,89.627151,91.204590,49.532272,8975935
2001-03-27,89.866158,95.602295,89.837479,95.124283,51.661015,12396355
2001-03-28,93.594643,94.120461,90.105164,90.258125,49.018219,12437463
2001-03-29,90.305923,92.801147,90.114723,90.860420,49.345348,11039170
2001-03-30,92.256210,93.269600,90.956024,91.950287,49.937252,9896520
2001-04-02,93.164436,93.785851,89.464630,90.497131,49.148045,9191202
2001-04-03,90.439774,90.487572,86.137665,86.414917,46.931030,13943180
2001-04-04,86.472275,89.913956,86.089867,87.954109,47.766956,14137318
2001-04-05,91.586998,95.602295,91.328873,93.891014,50.991219,13081381
2001-04-06,93.690247,95.602295,92.160614,93.642448,50.856236,14041713
2001-04-09,94.168259,94.397705,89.674950,91.778206,49.843788,9922984
2001-04-10,92.734222,95.506691,92.313576,94.694077,51.427364,10982372
2001-04-11,97.036331,97.456978,91.586998,93.145317,50.586216,12027326
2001-04-12,92.160614,93.212234,90.965584,91.969406,49.947617,9822045
2001-04-16,91.969406,95.497131,91.013382,92.495216,50.233173,9611171
2001-04-17,92.734222,95.487572,92.734222,95.315491,51.764835,10415336
2001-04-18,98.470360,105.162521,97.801147,101.816444,55.295452,20725758
2001-04-19,107.074570,110.803062,105.592735,109.435944,59.433514,27010230
2001-04-20,109.321220,111.281075,108.747612,109.780113,59.620426,13346019
2001-04-23,108.996178,109.034416,106.768639,107.074570,58.151077,8930225
2001-04-24,108.413002,109.703636,107.361374,107.715103,58.498932,9144132
2001-04-25,107.074570,109.799232,107.065010,109.799232,59.630806,7173991
2001-04-26,109.894836,111.567879,108.680687,108.738052,59.054478,7684021
2001-04-27,111.663483,111.759079,109.512428,111.089867,60.331734,7730568
2001-04-30,111.281075,112.858505,109.674950,110.076485,59.781376,7695631
2001-05-01,110.755257,113.432121,109.847038,113.298279,61.531105,8149177
2001-05-02,113.097511,113.718925,108.738052,110.325050,59.916359,10152685
2001-05-03,109.560226,110.038239,107.409180,108.699806,59.033699,6880588
2001-05-04,107.074570,110.764816,106.309753,110.764816,60.155231,9080744
2001-05-07,111.089867,112.093689,109.942642,110.803062,60.175980,6368676
2001-05-08,112.093689,112.571701,110.420647,112.523903,61.184467,7955667
2001-05-09,111.089867,112.982796,110.229446,111.835564,60.810165,8033489
2001-05-10,113.288719,113.671127,110.133842,110.133842,59.884880,8361619
2001-05-11,108.747612,109.130020,106.080307,106.892921,58.122646,8776149
2001-05-14,106.309753,108.202675,106.118546,107.609940,58.512508,5496521
2001-05-15,108.508606,109.130020,107.552582,108.585083,59.042740,6143576
2001-05-16,107.552582,110.707458,107.265778,110.707458,60.196808,8155348
2001-05-17,110.707458,111.940727,109.990440,110.009560,59.817280,7204534
2001-05-18,110.009560,112.504784,109.847038,112.275337,61.049309,7023785
2001-05-21,112.762909,114.627151,112.380501,113.804970,61.881039,8796232
2001-05-22,114.435944,114.435944,112.093689,112.820267,61.345612,6281544
2001-05-23,112.619499,113.718925,111.950287,112.237091,61.028503,6697120
2001-05-24,112.332695,114.340347,112.332695,114.340347,62.172165,8081814
2001-05-25,114.263863,114.627151,112.581261,112.619499,61.236423,5888039
2001-05-29,112.189293,112.418739,110.019119,110.200768,59.921234,6085628
2001-05-30,108.986618,109.082214,107.074570,107.695984,58.559288,10040240
2001-05-31,107.695984,108.852776,106.730400,106.883362,58.117424,7033409
2001-06-01,107.552582,108.604210,106.978966,107.925430,58.684059,5375289
2001-06-04,108.269600,109.703636,107.887192,108.642448,59.073925,3987561
2001-06-05,108.642448,112.428299,108.565964,111.826004,60.804970,6437502
2001-06-06,112.428299,113.766731,111.376671,112.332695,61.080482,10066913
2001-06-07,111.854683,113.049713,111.854683,112.093689,60.950516,6719190
2001-06-08,112.332695,112.332695,110.516251,110.994263,60.352715,3241659
2001-06-11,111.185471,112.944550,110.994263,112.198853,61.007690,6843664
2001-06-12,111.615677,112.619499,110.468452,112.093689,60.950516,7637369
2001-06-13,112.093689,113.260040,111.405357,111.414917,60.581425,5965547
2001-06-14,110.516251,110.975143,108.977058,110.659653,60.170769,7847615
2001-06-15,110.038239,110.372849,108.393883,108.604210,59.053131,13043725
2001-06-18,108.967499,110.363289,108.326958,109.244743,59.401447,5421209
2001-06-19,111.147224,112.093689,109.521988,109.789673,59.697754,6435829
2001-06-20,108.508606,109.933075,106.845123,108.116638,58.788013,9234402
2001-06-21,107.217972,109.655830,106.462715,107.648186,58.533287,8530967
2001-06-22,107.648186,109.397705,107.552582,107.906311,58.673634,5865131
2001-06-25,108.747612,109.847038,106.864243,107.695984,58.559288,5936991
2001-06-26,106.357552,109.034416,106.214149,108.068832,58.762024,7407667
2001-06-27,108.126198,109.158699,107.504784,108.527725,59.011562,5035549
2001-06-28,108.795410,111.806885,108.747612,110.038239,59.832882,8557326
2001-06-29,110.516251,111.520073,108.030594,108.508606,59.001160,9913360
2001-07-02,108.508606,110.325050,107.992355,109.321220,59.443016,6185103
2001-07-03,109.082214,109.168259,107.801147,108.011475,58.730850,3478787
2001-07-05,107.648186,108.279160,106.873802,107.170174,58.273376,4622274
2001-07-06,106.022942,106.022942,101.156792,101.816444,55.362328,12243012
2001-07-09,101.816444,102.246651,99.091782,100.114723,54.437019,9740980
2001-07-10,100.124283,100.764816,97.131927,97.476097,53.002277,10738864
2001-07-11,97.131927,99.550667,97.093689,99.282982,53.984760,9304588
2001-07-12,101.242828,103.059273,100.975143,102.533463,55.752201,9169654
2001-07-13,101.481834,104.493309,101.443596,103.757172,56.417580,8202523
2001-07-16,103.757172,104.569794,102.562141,103.078392,56.048492,5575285
